131000,廊坊市,2,廊坊,Langfang,130000,65000,39.529244,116.713873,10467,,1017,101090601,54515,1,lang fang,L,LF
131002,安次区,3,安次,Anci,131000,65000,39.52057,116.70308,10467,,1017,,,0,an ci,A,AC
131003,广阳区,3,广阳,Guangyang,131000,65000,39.52278,116.71069,10467,,1017,,,0,guang yang,G,GY
131022,固安县,3,固安,"Gu'an",131000,65500,39.43833,116.29916,10468,,1017,101090602,54512,1,gu an,G,GA
131023,永清县,3,永清,Yongqing,131000,65600,39.32069,116.50091,10469,,1017,101090603,54519,1,yong qing,Y,YQ
131024,香河县,3,香河,Xianghe,131000,65400,39.76133,117.00634,10470,,1017,101090604,54521,1,xiang he,X,XH
131025,大城县,3,大城,Daicheng,131000,65900,38.70534,116.65353,10471,,1017,101090605,54613,1,da cheng,D,DC
131026,文安县,3,文安,"Wen'an",131000,65800,38.87325,116.45846,10472,,1017,101090606,54612,1,wen an,W,WA
131028,大厂回族自治县,3,大厂,Dachang,131000,65300,39.88649,116.98916,10473,,1017,101090607,54510,1,da chang,D,DC
131081,霸州市,3,霸州,Bazhou,131000,65700,39.12569,116.39154,10474,,1017,101090608,54518,1,ba zhou,B,BZ
131082,三河市,3,三河,Sanhe,131000,65200,39.98358,117.07229,10475,,1017,101090609,54520,1,san he,S,SH
131100,衡水市,2,衡水,Hengshui,130000,53000,37.735097,115.665993,10491,,1017,101090801,54702,1,heng shui,H,HS
131102,桃城区,3,桃城,Taocheng,131100,53000,37.73499,115.67529,10491,,1017,,,0,tao cheng,T,TC
131121,枣强县,3,枣强,Zaoqiang,131100,53100,37.51027,115.72576,10492,,1017,101090802,54708,1,zao qiang,Z,ZQ
131122,武邑县,3,武邑,Wuyi,131100,53400,37.80181,115.88748,10493,,1017,101090803,54703,1,wu yi,W,WY
131123,武强县,3,武强,Wuqiang,131100,53300,38.04138,115.98226,10494,,1017,101090804,54700,1,wu qiang,W,WQ
131124,饶阳县,3,饶阳,Raoyang,131100,53900,38.23529,115.72558,10495,,1017,101090805,54606,1,rao yang,R,RY
131125,安平县,3,安平,Anping,131100,53600,38.23388,115.51876,10496,,1017,101090806,54609,1,an ping,A,AP
131126,故城县,3,故城,Gucheng,131100,253800,37.34773,115.97076,10497,,1017,101090807,54707,1,gu cheng,G,GC
131127,景县,3,景县,Jingxian,131100,53500,37.6926,116.26904,10498,,1017,101090808,54711,1,jing xian,J,JX
131128,阜城县,3,阜城,Fucheng,131100,53700,37.86881,116.14431,10499,,1017,101090809,54710,1,fu cheng,F,FC
131181,冀州市,3,冀州,Jizhou,131100,53200,37.55082,115.57934,10500,,1017,101090810,54704,1,ji zhou,J,JZ
131182,深州市,3,深州,Shenzhou,131100,53800,38.00109,115.55993,10501,,1017,101090811,54608,1,shen zhou,S,SZ
140000,山西省,1,山西,Shanxi,,,37.857014,112.549248,10541,,1011,,,0,shan xi,S,SX
140100,太原市,2,太原,Taiyuan,140000,30000,37.857014,112.549248,10541,,1011,101100101,53772,1,tai yuan,T,TY
140105,小店区,3,小店,Xiaodian,140100,30000,37.73565,112.56878,10547,,1011,101100107,53679,1,xiao dian,X,XD
140106,迎泽区,3,迎泽,Yingze,140100,30000,37.86326,112.56338,10541,,1011,,,0,ying ze,Y,YZ
140107,杏花岭区,3,杏花岭,Xinghualing,140100,30000,37.88429,112.56237,10541,,1011,,,0,xing hua ling,X,XHL
